fips,population,county_reliability,broadband_cv,housing_cv,low_population_flag,very_low_population_flag
21171,11331.0,0.784,0.036,0.2403,False,False
21173,28188.0,0.923,0.0237,0.232,False,False
21175,13840.0,0.724,0.0271,0.2725,False,False
21177,30735.0,0.922,0.026,0.2182,False,False
21179,46779.0,0.99,0.0178,0.1511,False,False
21181,7613.0,0.626,0.0645,0.2969,False,False
21183,23782.0,0.808,0.0278,0.2317,False,False
21185,67997.0,0.915,0.0098,0.2515,False,False
21187,11229.0,0.712,0.0471,0.3172,False,False
21189,4054.0,0.5,0.0848,0.4412,True,False
21191,14638.0,0.786,0.0346,0.2616,False,False
21193,28136.0,0.868,0.028,0.2498,False,False
21195,58196.0,0.998,0.0225,0.1521,False,False
21197,13089.0,0.744,0.0516,0.2413,False,False
21199,65145.0,1.0,0.0189,0.134,False,False
21201,2207.0,0.5,0.0931,0.3647,True,False
21203,16171.0,0.826,0.0386,0.2303,False,False
21205,24551.0,0.815,0.0289,0.1931,False,False
21207,18021.0,0.807,0.0301,0.2381,False,False
21209,57286.0,0.966,0.0114,0.1589,False,False
21211,48105.0,0.899,0.0137,0.2454,False,False
21213,19574.0,0.773,0.0296,0.2332,False,False
21215,19549.0,0.754,0.0271,0.4493,False,False
21217,26056.0,0.896,0.027,0.2382,False,False
21219,12281.0,0.675,0.0472,0.3474,False,False
21221,14154.0,0.677,0.0507,0.4053,False,False
21223,8510.0,0.645,0.0703,0.5037,False,False
21225,13495.0,0.744,0.0366,0.2363,False,False
21227,135307.0,1.0,0.0101,0.0808,False,False
21229,12025.0,0.713,0.0389,0.2548,False,False
21231,19666.0,0.835,0.0333,0.2152,False,False
21233,12951.0,0.762,0.0309,0.4863,False,False
21235,36648.0,0.979,0.0296,0.1702,False,False
21237,6573.0,0.624,0.0727,0.4111,False,False
21239,26886.0,0.868,0.0178,0.207,False,False
22001,57674.0,1.0,0.0282,0.1409,False,False
22003,22798.0,0.796,0.0412,0.2629,False,False
22005,126973.0,1.0,0.0112,0.1437,False,False
22007,21067.0,0.769,0.04,0.2881,False,False
22009,39529.0,1.0,0.0276,0.1472,False,False
22011,36553.0,0.951,0.021,0.2091,False,False
22013,12958.0,0.761,0.044,0.2784,False,False
22015,128877.0,1.0,0.0172,0.1072,False,False
22017,236259.0,1.0,0.0115,0.0445,False,False
22019,210770.0,1.0,0.0133,0.0859,False,False
22021,9658.0,0.658,0.0671,0.2943,False,False
22023,5447.0,0.6,0.053,1.0807,False,False
22025,8895.0,0.648,0.0558,0.3465,False,False
22027,14203.0,0.747,0.0572,0.2165,False,False
22029,18677.0,0.827,0.0439,0.2224,False,False
22031,26821.0,0.887,0.0361,0.2347,False,False
22033,454369.0,1.0,0.0074,0.0462,False,False
22035,7371.0,0.635,0.0958,0.1989,False,False
22037,19452.0,0.675,0.0424,0.3664,False,False
22039,32335.0,0.987,0.0293,0.1655,False,False
22041,19752.0,0.78,0.046,0.3002,False,False
22043,22185.0,0.675,0.0483,0.367,False,False
22045,69958.0,1.0,0.0191,0.1374,False,False
22047,30210.0,0.902,0.0291,0.2552,False,False
22049,15093.0,0.803,0.0388,0.1953,False,False
22051,436171.0,1.0,0.0077,0.0394,False,False
22053,32277.0,0.888,0.0312,0.2473,False,False
22055,243175.0,1.0,0.0096,0.0692,False,False
22057,97220.0,1.0,0.0137,0.1171,False,False
22059,14764.0,0.675,0.0367,0.3679,False,False
22061,48323.0,0.878,0.0194,0.1054,False,False
22063,143425.0,0.966,0.0171,0.1562,False,False
22065,10028.0,0.823,0.0536,0.1896,False,False
22067,25438.0,0.939,0.0339,0.1894,False,False
22069,37478.0,1.0,0.0281,0.0973,False,False
22071,380408.0,1.0,0.0077,0.0299,False,False
22073,159585.0,1.0,0.0132,0.053,False,False
22075,23305.0,0.76,0.0226,0.2664,False,False
22077,20652.0,0.718,0.0364,0.2771,False,False
22079,129536.0,1.0,0.0114,0.0861,False,False
22081,7631.0,0.6,0.0586,0.5291,False,False
22083,20028.0,0.85,0.0427,0.178,False,False
22085,22209.0,0.85,0.0351,0.2283,False,False
22087,44038.0,1.0,0.0176,0.1101,False,False
22089,52191.0,0.959,0.0134,0.1995,False,False
22091,10872.0,0.758,0.0685,0.3799,False,False
22093,20090.0,0.716,0.0273,0.3135,False,False
22095,41986.0,0.941,0.0207,0.2168,False,False
22097,82574.0,1.0,0.0206,0.0884,False,False
22099,51856.0,0.984,0.0157,0.1688,False,False
22101,49114.0,1.0,0.0212,0.1365,False,False
22103,266168.0,1.0,0.0068,0.0709,False,False
22105,133953.0,1.0,0.0172,0.1089,False,False
22107,4127.0,0.5,0.0773,0.3097,True,False
22109,108862.0,1.0,0.0168,0.1296,False,False
22111,21049.0,0.796,0.0418,0.2338,False,False
22113,57202.0,0.988,0.0155,0.164,False,False
22115,48452.0,1.0,0.0152,0.0975,False,False
22117,45514.0,0.986,0.0325,0.1668,False,False
22119,36761.0,0.99,0.0342,0.1055,False,False
22121,27377.0,0.894,0.026,0.2309,False,False
22123,9800.0,0.604,0.0573,0.3868,False,False
22125,15358.0,0.682,0.0507,0.4271,False,False
22127,13665.0,0.727,0.0503,0.3242,False,False
23001,111532.0,1.0,0.0113,0.099,False,False
23003,67237.0,1.0,0.0157,0.1109,False,False
23005,303357.0,1.0,0.0062,0.0571,False,False
23007,29839.0,0.904,0.0259,0.2351,False,False
23009,55851.0,1.0,0.0173,0.1281,False,False
23011,124003.0,1.0,0.0092,0.0869,False,False
23013,40729.0,0.991,0.0159,0.1574,False,False
23015,35466.0,0.925,0.0218,0.2096,False,False
23017,58276.0,0.997,0.0156,0.1535,False,False
23019,152640.0,1.0,0.0086,0.0814,False,False
23021,16936.0,0.823,0.0266,0.2596,False,False
23023,36868.0,0.912,0.0168,0.1953,False,False
23025,50656.0,0.968,0.0155,0.1883,False,False
23027,39772.0,0.977,0.0171,0.1775,False,False
23029,31096.0,1.0,0.0128,0.1139,False,False
23031,212691.0,1.0,0.0086,0.0666,False,False
24001,68161.0,1.0,0.0143,0.11,False,False
24003,588109.0,1.0,0.0044,0.0557,False,False
24005,850737.0,1.0,0.0043,0.0339,False,False
24009,93244.0,1.0,0.0116,0.1502,False,False
24011,33320.0,0.983,0.0202,0.1702,False,False
24013,173225.0,1.0,0.0081,0.1022,False,False
24015,103876.0,1.0,0.0139,0.1018,False,False
24017,167035.0,1.0,0.0084,0.1087,False,False
24019,32557.0,0.99,0.0209,0.138,False,False
24021,273829.0,1.0,0.006,0.0615,False,False
24023,28856.0,0.943,0.0274,0.1919,False,False
24025,261059.0,1.0,0.0053,0.0838,False,False
24027,332011.0,1.0,0.0044,0.0608,False,False
24029,19289.0,0.846,0.029,0.1976,False,False
24031,1056910.0,1.0,0.003,0.03,False,False
24033,957189.0,1.0,0.0033,0.0269,False,False
24035,50316.0,1.0,0.0171,0.1485,False,False
24037,113814.0,1.0,0.0114,0.117,False,False
24039,24672.0,0.838,0.0321,0.174,False,False
24041,37663.0,0.991,0.0146,0.1399,False,False
24043,154645.0,1.0,0.0086,0.0642,False,False
24045,103815.0,1.0,0.0137,0.0868,False,False
24047,52827.0,0.994,0.0198,0.1576,False,False
24510,584548.0,1.0,0.0059,0.03,False,False
25001,229436.0,1.0,0.0088,0.0598,False,False
25003,128763.0,1.0,0.0099,0.076,False,False
25005,576699.0,1.0,0.0049,0.0326,False,False
25007,20543.0,0.764,0.0583,0.3226,False,False
25009,806103.0,1.0,0.0039,0.0292,False,False
25011,70980.0,1.0,0.0095,0.0873,False,False
25013,464575.0,1.0,0.0061,0.0377,False,False
25015,153931.0,1.0,0.0096,0.0722,False,False
25017,1623109.0,1.0,0.0025,0.0202,False,False
25019,14065.0,0.675,0.0508,0.4077,False,False
25021,722112.0,1.0,0.0033,0.0299,False,False
25023,529548.0,1.0,0.0047,0.0506,False,False
25025,785443.0,1.0,0.0045,0.0211,False,False
25027,858898.0,1.0,0.004,0.0303,False,False
26001,10238.0,0.85,0.0244,0.1922,False,False
26003,8866.0,0.668,0.0364,0.341,False,False
26005,120189.0,1.0,0.0104,0.1411,False,False
26007,28911.0,0.964,0.0213,0.1929,False,False
26009,23662.0,0.85,0.017,0.1778,False,False
26011,15031.0,0.85,0.0191,0.1709,False,False
26013,8245.0,0.7,0.0297,0.283,False,False
26015,62581.0,0.944,0.0161,0.2167,False,False
26017,103752.0,1.0,0.01,0.0835,False,False
26019,18058.0,0.85,0.0175,0.1817,False,False
26021,153938.0,1.0,0.0087,0.0712,False,False
26023,44795.0,0.977,0.0144,0.1676,False,False
26025,134011.0,1.0,0.0105,0.0834,False,False
26027,51604.0,1.0,0.0167,0.1423,False,False
26029,26174.0,0.91,0.0161,0.1953,False,False
26031,25709.0,0.922,0.021,0.2436,False,False
26033,36670.0,1.0,0.0196,0.1391,False,False
26035,30998.0,0.936,0.0209,0.2266,False,False
26037,79249.0,1.0,0.0084,0.1087,False,False
26039,13197.0,0.85,0.029,0.1716,False,False
26041,36839.0,0.991,0.0192,0.1603,False,False
26043,25937.0,0.881,0.0227,0.2269,False,False
26045,109072.0,1.0,0.0073,0.1012,False,False
26047,34072.0,0.999,0.0232,0.1508,False,False
26049,405280.0,1.0,0.0054,0.0383,False,False
26051,25461.0,1.0,0.0184,0.1489,False,False
26053,14597.0,0.815,0.0315,0.2461,False,False
26055,95315.0,1.0,0.0131,0.109,False,False
26057,41534.0,0.994,0.0155,0.157,False,False
26059,45698.0,1.0,0.0143,0.1404,False,False
26061,37414.0,1.0,0.0147,0.1157,False,False
26063,31461.0,1.0,0.014,0.1459,False,False
26065,282540.0,1.0,0.0068,0.0438,False,False
26067,66663.0,0.972,0.0128,0.184,False,False
26069,25319.0,0.948,0.022,0.2118,False,False
26071,11585.0,0.829,0.0287,0.2398,False,False
26073,64938.0,1.0,0.0143,0.0724,False,False
26075,160637.0,1.0,0.0093,0.0753,False,False
26077,261426.0,1.0,0.0067,0.0618,False,False
26079,17934.0,0.85,0.0237,0.2067,False,False
26081,657321.0,1.0,0.0043,0.042,False,False
26083,2088.0,0.5,0.0327,0.6079,True,False
26085,12285.0,0.85,0.03,0.1502,False,False
26087,88687.0,1.0,0.0119,0.1009,False,False
26089,22426.0,0.798,0.0209,0.26,False,False
26091,99263.0,1.0,0.0115,0.1169,False,False
26093,194302.0,1.0,0.0057,0.1035,False,False
26095,5442.0,0.608,0.0643,0.3429,False,False
26097,10843.0,0.84,0.0263,0.24,False,False
26099,878453.0,1.0,0.0034,0.0382,False,False
26101,25058.0,1.0,0.0198,0.1472,False,False
26103,66376.0,1.0,0.0119,0.0943,False,False
26105,29178.0,0.986,0.0199,0.1673,False,False
26107,40128.0,1.0,0.0193,0.1195,False,False
26109,23433.0,0.85,0.0205,0.2134,False,False
26111,83503.0,0.998,0.012,0.1528,False,False
26113,15089.0,0.85,0.0242,0.1909,False,False
26115,154823.0,1.0,0.0077,0.0882,False,False
26117,66901.0,0.998,0.0143,0.1365,False,False
26119,9261.0,0.7,0.0395,0.2293,False,False
26121,175947.0,1.0,0.0091,0.0736,False,False
26123,50130.0,0.992,0.0155,0.1592,False,False
26125,1272264.0,1.0,0.0024,0.0302,False,False
26127,26707.0,0.994,0.0187,0.1572,False,False
26129,20820.0,0.85,0.0223,0.1277,False,False
26131,5862.0,0.7,0.0295,0.2671,False,False
26133,23022.0,0.85,0.0177,0.144,False,False
26135,8264.0,0.691,0.0375,0.3088,False,False
26137,25221.0,0.903,0.0244,0.2651,False,False
26139,296183.0,1.0,0.0056,0.0776,False,False
26141,13083.0,0.8,0.0238,0.3297,False,False
26143,23556.0,0.85,0.022,0.1571,False,False
26145,189821.0,1.0,0.0087,0.07,False,False
26147,160257.0,1.0,0.0077,0.073,False,False
26149,60887.0,1.0,0.0128,0.1025,False,False
26151,40759.0,1.0,0.0133,0.1079,False,False
26153,8062.0,0.691,0.0315,0.4959,False,False
26155,68124.0,1.0,0.0115,0.138,False,False
26157,53218.0,1.0,0.0129,0.1164,False,False
26159,75636.0,1.0,0.012,0.123,False,False
26161,370231.0,1.0,0.0041,0.035,False,False
26163,1781641.0,1.0,0.0031,0.0183,False,False
26165,33766.0,0.989,0.0197,0.163,False,False
27001,15859.0,0.85,0.0187,0.1361,False,False
27003,363985.0,1.0,0.0044,0.0493,False,False
27005,35202.0,0.987,0.0136,0.1661,False,False
27007,46274.0,1.0,0.0135,0.1382,False,False
27009,41300.0,1.0,0.0162,0.1329,False,False
27011,5161.0,0.667,0.0333,0.2199,False,False
27013,69022.0,1.0,0.0117,0.102,False,False
27015,25880.0,0.95,0.0173,0.1614,False,False
27017,36362.0,0.985,0.0188,0.1684,False,False
27019,107216.0,1.0,0.0074,0.127,False,False
27021,30288.0,1.0,0.0124,0.0855,False,False
27023,12466.0,0.85,0.0278,0.1757,False,False
27025,56927.0,1.0,0.0103,0.1483,False,False
27027,65307.0,1.0,0.013,0.0844,False,False
27029,8541.0,0.7,0.0206,0.1631,False,False
27031,5611.0,0.624,0.0434,0.2975,False,False
27033,11481.0,0.818,0.0237,0.2253,False,False
27035,66558.0,1.0,0.0118,0.134,False,False
27037,439179.0,1.0,0.0037,0.0562,False,False
27039,20893.0,0.814,0.0171,0.2308,False,False
27041,39081.0,1.0,0.0171,0.1479,False,False
27043,13931.0,0.85,0.0207,0.207,False,False
27045,21251.0,0.85,0.0137,0.1824,False,False
27047,30857.0,0.958,0.017,0.1946,False,False
27049,47697.0,0.977,0.0104,0.177,False,False
27051,6091.0,0.7,0.0234,0.2176,False,False
27053,1270787.0,1.0,0.0028,0.0263,False,False
27055,18826.0,0.829,0.0201,0.2229,False,False
27057,21479.0,0.838,0.0175,0.254,False,False
27059,41257.0,0.972,0.0142,0.1536,False,False
27061,45054.0,1.0,0.0158,0.1237,False,False
27063,9990.0,0.637,0.0205,0.2605,False,False
27065,16145.0,0.82,0.0192,0.2763,False,False
27067,43686.0,1.0,0.015,0.114,False,False
27069,4191.0,0.5,0.0347,0.4053,True,False
27071,12072.0,0.771,0.0279,0.2796,False,False
27073,6736.0,0.7,0.0233,0.2258,False,False
27075,10915.0,0.724,0.0325,0.2806,False,False
27077,3786.0,0.5,0.0703,0.4237,True,False
27079,28795.0,0.943,0.0138,0.2186,False,False
27081,5630.0,0.7,0.0262,0.175,False,False
27083,25352.0,0.976,0.0204,0.1705,False,False
27085,36727.0,0.968,0.0163,0.1745,False,False
27087,5389.0,0.7,0.0257,0.1389,False,False
27089,9017.0,0.7,0.0197,0.2171,False,False
27091,19960.0,0.817,0.0229,0.2549,False,False
27093,23352.0,0.85,0.0145,0.1452,False,False
27095,26680.0,0.997,0.0132,0.1534,False,False
27097,34023.0,0.983,0.0134,0.1699,False,False
27099,40082.0,0.994,0.0134,0.1198,False,False
27101,8170.0,0.7,0.0234,0.3172,False,False
27103,34380.0,0.955,0.0148,0.1657,False,False
27105,22194.0,0.802,0.0197,0.2488,False,False
27107,6457.0,0.7,0.0354,0.2515,False,False
27109,162307.0,1.0,0.0071,0.08,False,False
27111,60072.0,1.0,0.0115,0.1412,False,False
27113,13995.0,0.777,0.0173,0.2449,False,False
27115,29090.0,1.0,0.0164,0.1158,False,False
27117,9380.0,0.679,0.0231,0.2124,False,False
27119,31128.0,0.961,0.0145,0.1367,False,False
27121,11312.0,0.85,0.0242,0.1674,False,False
27123,547202.0,1.0,0.0041,0.0319,False,False
27125,3912.0,0.5,0.033,0.2923,True,False
27127,15428.0,0.85,0.019,0.2057,False,False
27129,14707.0,0.85,0.0196,0.1211,False,False
27131,67152.0,1.0,0.0106,0.1426,False,False
27133,9659.0,0.7,0.02,0.2211,False,False
27135,15294.0,0.85,0.0209,0.1718,False,False
27137,200122.0,1.0,0.0069,0.0562,False,False
27139,151347.0,1.0,0.0081,0.1088,False,False
27141,97820.0,0.994,0.0085,0.1576,False,False
27143,14950.0,0.843,0.0163,0.233,False,False
27145,158622.0,1.0,0.0073,0.0763,False,False
27147,37396.0,0.98,0.014,0.1568,False,False
27149,9682.0,0.7,0.0234,0.2378,False,False
27151,9806.0,0.7,0.0255,0.1614,False,False
27153,25277.0,0.963,0.0176,0.195,False,False
27155,3345.0,0.5,0.0412,0.385,True,False
27157,21460.0,0.85,0.0155,0.2014,False,False
27159,14108.0,0.727,0.026,0.2432,False,False
27161,18953.0,0.749,0.0174,0.2933,False,False
27163,268651.0,1.0,0.005,0.0801,False,False
27165,11205.0,0.758,0.026,0.2479,False,False
27167,6454.0,0.618,0.036,0.3224,False,False
27169,49792.0,1.0,0.0133,0.1167,False,False
27171,142543.0,1.0,0.0072,0.1115,False,False
27173,9569.0,0.7,0.0185,0.227,False,False
28001,29425.0,0.939,0.0382,0.1649,False,False
28003,34717.0,0.959,0.0349,0.1768,False,False
28005,12683.0,0.707,0.0502,0.3882,False,False
28007,17842.0,0.829,0.0367,0.2268,False,False
28009,7637.0,0.6,0.0663,0.5022,False,False
28011,30688.0,0.994,0.0251,0.1259,False,False
28013,13193.0,0.761,0.0368,0.2716,False,False
28015,9930.0,0.6,0.0739,0.5869,False,False
28017,17024.0,0.787,0.0458,0.1934,False,False
28019,8208.0,0.62,0.0471,0.3992,False,False
28021,9044.0,0.611,0.0664,0.4241,False,False
28023,15553.0,0.723,0.0335,0.2656,False,False
28025,18598.0,0.85,0.0342,0.2112,False,False
28027,21264.0,0.85,0.0341,0.1389,False,False
28029,28210.0,0.758,0.0334,0.2905,False,False
28031,18323.0,0.707,0.0676,0.294,False,False
28033,186214.0,1.0,0.0067,0.0975,False,False
28035,77917.0,1.0,0.0173,0.0878,False,False
28037,7690.0,0.6,0.0474,0.3107,False,False
28039,24547.0,0.75,0.0365,0.315,False,False
28041,13672.0,0.677,0.0799,0.5533,False,False
28043,21474.0,0.796,0.0426,0.2276,False,False
28045,46010.0,0.939,0.0271,0.2103,False,False
28047,208748.0,1.0,0.0115,0.063,False,False
28049,226541.0,1.0,0.0088,0.0606,False,False
28051,16848.0,0.85,0.0403,0.1938,False,False
28053,7744.0,0.7,0.0498,0.2381,False,False
28055,1206.0,0.5,0.1595,,True,False
28057,23888.0,0.69,0.0393,0.4672,False,False
28059,143721.0,1.0,0.0124,0.0822,False,False
28061,16320.0,0.675,0.0633,0.5769,False,False
28063,7207.0,0.6,0.0605,0.5088,False,False
28065,11291.0,0.741,0.051,0.2821,False,False
28067,67152.0,0.959,0.0327,0.165,False,False
28069,8980.0,0.615,0.0707,0.6284,False,False
28071,56172.0,0.944,0.0277,0.1131,False,False
28073,64425.0,1.0,0.0156,0.1395,False,False
28075,72741.0,1.0,0.0181,0.0943,False,False
28077,11933.0,0.743,0.0593,0.2626,False,False
28079,21335.0,0.741,0.042,0.304,False,False
28081,83343.0,1.0,0.0161,0.1346,False,False
28083,27920.0,0.966,0.0434,0.162,False,False
28085,34855.0,0.874,0.0296,0.2235,False,False
28087,58547.0,0.996,0.0163,0.1219,False,False
28089,109257.0,1.0,0.0131,0.1083,False,False
28091,24362.0,0.765,0.0409,0.304,False,False
28093,33980.0,0.932,0.0304,0.2061,False,False
28095,34168.0,0.926,0.0264,0.2068,False,False
28097,9803.0,0.7,0.0571,0.1912,False,False
28099,28970.0,0.937,0.0301,0.2245,False,False
28101,21275.0,0.766,0.0411,0.2967,False,False
28103,10261.0,0.716,0.0643,0.3191,False,False
28105,51388.0,0.994,0.0235,0.0979,False,False
28107,33157.0,0.932,0.0456,0.2293,False,False
28109,56351.0,0.944,0.0263,0.2116,False,False
28111,11511.0,0.675,0.0425,0.4428,False,False
28113,40098.0,0.977,0.0329,0.1626,False,False
28115,31202.0,0.801,0.0342,0.2832,False,False
28117,24945.0,0.777,0.0344,0.2695,False,False
28119,6113.0,0.7,0.0539,0.2356,False,False
28121,157185.0,1.0,0.0107,0.1179,False,False
28123,27943.0,0.834,0.0393,0.26,False,False
28125,3910.0,0.5,0.0922,0.304,True,False
28127,25889.0,0.886,0.0352,0.2312,False,False
28129,14310.0,0.675,0.0633,0.575,False,False
28131,18360.0,0.7,0.0537,0.2983,False,False
28133,25867.0,1.0,0.0367,0.1405,False,False
28135,12621.0,0.755,0.0545,0.319,False,False
28137,28094.0,0.939,0.0316,0.2,False,False
28139,21769.0,0.788,0.0492,0.2589,False,False
28141,18837.0,0.821,0.0378,0.1692,False,False
28143,9787.0,0.7,0.0648,0.1826,False,False
28145,27880.0,0.902,0.0325,0.2034,False,False
28147,13888.0,0.675,0.0429,0.341,False,False
28149,44341.0,0.96,0.0263,0.1346,False,False
28151,44604.0,1.0,0.0294,0.0981,False,False
28153,19760.0,0.748,0.0448,0.3708,False,False
28155,9942.0,0.651,0.0521,0.304,False,False
28157,8531.0,0.6,0.0689,0.3855,False,False
28159,17741.0,0.763,0.0411,0.2102,False,False
28161,12499.0,0.675,0.0518,0.3543,False,False
28163,27467.0,0.976,0.0353,0.1432,False,False
29001,25299.0,0.91,0.0303,0.1517,False,False
29003,18069.0,0.788,0.0275,0.4024,False,False
29005,5270.0,0.671,0.0337,0.2292,False,False
29007,24873.0,0.81,0.0195,0.2082,False,False
29009,34701.0,0.907,0.027,0.206,False,False
29011,11683.0,0.744,0.0316,0.2993,False,False
29013,16101.0,0.85,0.0268,0.2198,False,False
29015,19616.0,0.808,0.0285,0.2271,False,False
29017,10658.0,0.722,0.0471,0.3204,False,False
29019,184043.0,1.0,0.0091,0.0502,False,False
29021,84544.0,1.0,0.0134,0.09,False,False
29023,42280.0,0.988,0.021,0.1436,False,False
29025,8876.0,0.7,0.0252,0.2128,False,False
29027,44517.0,0.896,0.019,0.2096,False,False
29029,43227.0,0.96,0.029,0.1876,False,False
29031,81703.0,1.0,0.0131,0.1204,False,False
29033,8513.0,0.681,0.0371,0.3814,False,False
29035,5299.0,0.6,0.069,0.3901,False,False
29037,108205.0,1.0,0.0108,0.1243,False,False
29039,14314.0,0.675,0.0496,0.3089,False,False
29041,7417.0,0.6,0.0332,0.3343,False,False
29043,89568.0,1.0,0.0122,0.1334,False,False
29045,6693.0,0.6,0.0472,0.3296,False,False
29047,253085.0,1.0,0.0072,0.0735,False,False
29049,21155.0,0.76,0.0318,0.3305,False,False
29051,76890.0,0.984,0.0138,0.1257,False,False
29053,16893.0,0.792,0.0242,0.2452,False,False
29055,23023.0,0.85,0.0351,0.174,False,False
29057,7598.0,0.686,0.0401,0.2412,False,False
29059,17158.0,0.697,0.0442,0.3399,False,False
29061,8418.0,0.65,0.0365,0.2596,False,False
29063,11838.0,0.698,0.0457,0.3751,False,False
29065,14509.0,0.785,0.0328,0.232,False,False
29067,11803.0,0.756,0.0406,0.3607,False,False
29069,28174.0,0.968,0.0177,0.1417,False,False
29071,104858.0,1.0,0.0123,0.1101,False,False
29073,14801.0,0.779,0.0287,0.228,False,False
29075,6219.0,0.673,0.0332,0.3377,False,False
29077,299188.0,1.0,0.007,0.0422,False,False
29079,9878.0,0.663,0.0387,0.2262,False,False
29081,8190.0,0.6,0.0315,0.3366,False,False
29083,22064.0,0.85,0.0227,0.1854,False,False
29085,8452.0,0.615,0.0519,0.3368,False,False
29087,4274.0,0.5,0.029,0.3184,True,False
29089,10142.0,0.747,0.0327,0.2506,False,False
29091,39960.0,0.984,0.0221,0.1308,False,False
29093,9538.0,0.658,0.0333,0.2446,False,False
29095,715526.0,1.0,0.0042,0.0329,False,False
29097,122788.0,1.0,0.0117,0.0785,False,False
29099,226984.0,1.0,0.0073,0.1054,False,False
29101,54025.0,1.0,0.0156,0.1055,False,False
29103,3772.0,0.5,0.0561,0.5319,True,False
29105,36060.0,0.829,0.0286,0.2869,False,False
29107,32858.0,0.957,0.024,0.1446,False,False
29109,38231.0,0.915,0.0181,0.1996,False,False
29111,9987.0,0.7,0.0392,0.2413,False,False
29113,60172.0,0.992,0.014,0.1596,False,False
29115,11892.0,0.803,0.0355,0.219,False,False
29117,14402.0,0.774,0.0361,0.2211,False,False
29119,23381.0,0.824,0.0313,0.223,False,False
29121,15173.0,0.819,0.03,0.2349,False,False
29123,12649.0,0.675,0.0394,0.3005,False,False
29125,8454.0,0.619,0.044,0.2876,False,False
29127,28525.0,0.906,0.0201,0.1801,False,False
29129,3517.0,0.5,0.0579,0.4757,True,False
29131,24855.0,0.771,0.0316,0.3093,False,False
29133,12305.0,0.816,0.0345,0.2013,False,False
29135,15401.0,0.777,0.0278,0.2397,False,False
29137,8668.0,0.6,0.0374,0.3081,False,False
29139,11421.0,0.792,0.0376,0.23,False,False
29141,21169.0,0.812,0.037,0.1873,False,False
29143,16341.0,0.838,0.0269,0.194,False,False
29145,59019.0,0.991,0.017,0.1447,False,False
29147,21140.0,0.85,0.028,0.1692,False,False
29149,8783.0,0.656,0.0404,0.2685,False,False
29151,13374.0,0.708,0.0267,0.2605,False,False
29153,8688.0,0.621,0.0447,0.433,False,False
29155,15555.0,0.85,0.028,0.119,False,False
29157,18970.0,0.755,0.0253,0.2979,False,False
29159,43059.0,0.991,0.0145,0.1516,False,False
29161,44843.0,0.99,0.0177,0.1183,False,False
29163,17719.0,0.755,0.0269,0.2878,False,False
29165,107033.0,1.0,0.0119,0.0968,False,False
29167,31877.0,0.907,0.0255,0.2038,False,False
29169,53726.0,0.918,0.03,0.1631,False,False
29171,4698.0,0.5,0.0702,0.3289,True,False
29173,10356.0,0.677,0.0387,0.4164,False,False
29175,24652.0,0.85,0.027,0.1961,False,False
29177,23122.0,0.749,0.0267,0.2686,False,False
29179,6102.0,0.65,0.0533,0.3338,False,False
29181,10839.0,0.734,0.0299,0.2562,False,False
29183,406262.0,1.0,0.0043,0.0735,False,False
29185,9330.0,0.653,0.0344,0.2358,False,False
29186,18494.0,0.694,0.0304,0.3527,False,False
29187,66814.0,0.996,0.0188,0.1548,False,False
29189,999703.0,1.0,0.0032,0.0349,False,False
29195,23219.0,0.761,0.0251,0.2458,False,False
29197,4066.0,0.5,0.0561,0.304,True,False
29199,4720.0,0.5,0.0523,0.4398,True,False
29201,38055.0,0.973,0.0163,0.137,False,False
29203,7132.0,0.6,0.0467,0.4433,False,False
29205,6049.0,0.6,0.0384,0.3377,False,False
29207,28656.0,0.921,0.0178,0.2213,False,False
29209,31314.0,0.949,0.0237,0.1879,False,False
29211,5983.0,0.6,0.0483,0.3722,False,False
29213,56202.0,0.978,0.0196,0.1766,False,False
29215,24828.0,0.844,0.0296,0.1902,False,False
29217,19777.0,0.847,0.0293,0.2166,False,False
29219,35729.0,0.946,0.0194,0.1917,False,False
29221,23580.0,0.839,0.0348,0.2062,False,False
29223,11081.0,0.822,0.0509,0.2309,False,False
29225,39265.0,0.897,0.0245,0.2485,False,False
29227,1982.0,0.5,0.0524,0.5611,True,False
29229,18475.0,0.754,0.0343,0.2474,False,False
29510,298018.0,1.0,0.0078,0.0328,False,False
30001,9469.0,0.694,0.0274,0.1873,False,False
30003,13090.0,0.8,0.0374,0.4863,False,False
30005,7030.0,0.7,0.0424,0.2827,False,False
30007,6977.0,0.6,0.0526,0.3099,False,False
30009,10645.0,0.787,0.0281,0.2636,False,False
30011,1332.0,0.5,0.0814,0.4306,True,False
30013,84423.0,1.0,0.0125,0.0972,False,False
30015,5897.0,0.6,0.0462,0.3733,False,False
30017,11957.0,0.781,0.0286,0.2218,False,False
30019,1535.0,0.5,0.0755,0.743,True,False
30021,8915.0,0.6,0.0421,0.3432,False,False
30023,9435.0,0.653,0.0465,0.2363,False,False
30025,2941.0,0.5,0.06,0.7482,True,False
30027,11496.0,0.735,0.0312,0.2283,False,False
30029,105950.0,1.0,0.0132,0.0935,False,False
30031,119685.0,1.0,0.01,0.0701,False,False
30033,976.0,0.2,0.088,0.689,True,True
30035,13781.0,0.781,0.0359,0.278,False,False
30037,841.0,0.2,0.0915,0.6079,True,True
30039,3368.0,0.5,0.0682,0.5286,True,False
30041,16238.0,0.85,0.0241,0.1724,False,False
30043,12273.0,0.686,0.0305,0.381,False,False
